"","Team","Value","Squad size","Date"
"1","Hull City","€68.95m",26,"2016-05-15"
"2","Ipswich Town","€19.73m",29,"2016-05-15"
"3","Blackpool FC","€3.93m",26,"2016-05-15"
"4","Sunderland AFC","€85.75m",23,"2016-05-15"
"5","Shrewsbury Town","€4.60m",26,"2016-05-15"
"6","Charlton Athletic","€26.95m",31,"2016-05-15"
"7","Fleetwood Town","€5.08m",31,"2016-05-15"
"8","Milton Keynes Dons","€9.85m",24,"2016-05-15"
"9","Oxford United","€2.98m",27,"2016-05-15"
"10","Wigan Athletic","€10.85m",26,"2016-05-15"
"11","Swindon Town","€3.55m",27,"2016-05-15"
"12","Doncaster Rovers","€5.08m",26,"2016-05-15"
"13","Portsmouth FC","€4.68m",25,"2016-05-15"
"14","Burton Albion","€4.15m",26,"2016-05-15"
"15","Gillingham FC","€3.75m",28,"2016-05-15"
"16","Bristol Rovers","€2.15m",28,"2016-05-15"
"17","Plymouth Argyle","€2.83m",23,"2016-05-15"
"18","Northampton Town","€4.45m",23,"2016-05-15"
"19","Lincoln City","€1.08m",22,"2016-05-15"
"20","Peterborough United","€3.88m",26,"2016-05-15"
"21","Rochdale AFC","€4.35m",28,"2016-05-15"
"22","Crewe Alexandra","€2.58m",27,"2016-05-15"
"23","AFC Wimbledon","€2.90m",27,"2016-05-15"
"24","Accrington Stanley","€1.58m",30,"2016-05-15"
