"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.30m",28,"2011-08-15"
"2","Norwich City","€22.93m",29,"2011-08-15"
"3","Watford FC","€12.65m",29,"2011-08-15"
"4","Brentford FC","€5.43m",24,"2011-08-15"
"5","Cardiff City","€28.43m",29,"2011-08-15"
"6","Bristol City","€20.43m",31,"2011-08-15"
"7","Swansea City","€28.63m",28,"2011-08-15"
"8","Reading FC","€17.88m",31,"2011-08-15"
"9","Stoke City","€83.00m",25,"2011-08-15"
"10","Blackburn Rovers","€64.90m",25,"2011-08-15"
"11","Nottingham Forest","€27.90m",28,"2011-08-15"
"12","Middlesbrough FC","€33.08m",29,"2011-08-15"
"13","Derby County","€17.35m",32,"2011-08-15"
"14","Huddersfield Town","€9.93m",31,"2011-08-15"
"15","Birmingham City","€40.68m",26,"2011-08-15"
"16","Millwall FC","€10.60m",27,"2011-08-15"
"17","Sheffield Wednesday","€13.80m",25,"2011-08-15"
"18","Preston North End","€11.05m",26,"2011-08-15"
"19","Queens Park Rangers","€42.13m",34,"2011-08-15"
"20","Barnsley FC","€11.45m",25,"2011-08-15"
"21","Luton Town","€803Th.",29,"2011-08-15"
"22","Coventry City","€10.98m",24,"2011-08-15"
"23","Rotherham United","€3.58m",22,"2011-08-15"
"24","Wycombe Wanderers","€3.93m",25,"2011-08-15"
