"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",26,"2016-06-01"
"2","Southend United","€4.33m",25,"2016-06-01"
"3","Bolton Wanderers","€12.93m",32,"2016-06-01"
"4","Oldham Athletic","€4.13m",25,"2016-06-01"
"5","Tranmere Rovers","€2.15m",28,"2016-06-01"
"6","Morecambe FC","€1.73m",23,"2016-06-01"
"7","Grimsby Town","€1.63m",23,"2016-06-01"
"8","Colchester United","€4.08m",25,"2016-06-01"
"9","Leyton Orient","€6.35m",27,"2016-06-01"
"10","Mansfield Town","€2.20m",23,"2016-06-01"
"11","Bradford City","€4.95m",23,"2016-06-01"
"12","Scunthorpe United","€4.40m",23,"2016-06-01"
"13","Barrow AFC","€1.03m",21,"2016-06-01"
"14","Port Vale FC","€3.60m",28,"2016-06-01"
"15","Cheltenham Town","€1.30m",26,"2016-06-01"
"16","Exeter City","€4.70m",29,"2016-06-01"
"17","Carlisle United","€2.15m",21,"2016-06-01"
"18","Crawley Town","€2.43m",17,"2016-06-01"
"19","Newport County","€1.00m",20,"2016-06-01"
"20","Cambridge United","€2.48m",23,"2016-06-01"
"21","Walsall FC","€4.73m",23,"2016-06-01"
"22","Forest Green Rovers","€1.90m",23,"2016-06-01"
"23","Stevenage FC","€1.85m",26,"2016-06-01"
"24","Harrogate Town","€3.15m",48,"2016-06-01"
