"Team","Value","Squad size","Date"
"Hull City","£22.86m",24,"2011-03-15"
"Ipswich Town","£25.38m",29,"2011-03-15"
"Blackpool FC","£40.68m",30,"2011-03-15"
"Sunderland AFC","£106.97m",25,"2011-03-15"
"Charlton Athletic","£10.24m",31,"2011-03-15"
"Shrewsbury Town","£4.46m",27,"2011-03-15"
"Fleetwood Town","£1.42m",30,"2011-03-15"
"Milton Keynes Dons","£5.69m",21,"2011-03-15"
"Oxford United","£3.38m",24,"2011-03-15"
"Wigan Athletic","£63.90m",24,"2011-03-15"
"Swindon Town","£5.92m",28,"2011-03-15"
"Doncaster Rovers","£13.03m",32,"2011-03-15"
"Portsmouth FC","£26.42m",23,"2011-03-15"
"Burton Albion","£4.41m",27,"2011-03-15"
"Gillingham FC","£4.30m",28,"2011-03-15"
"Bristol Rovers","£6.73m",30,"2011-03-15"
"Northampton Town","£4.19m",33,"2011-03-15"
"Plymouth Argyle","£9.41m",25,"2011-03-15"
"Lincoln City","£3.31m",25,"2011-03-15"
"Peterborough United","£6.95m",27,"2011-03-15"
"Rochdale AFC","£4.03m",27,"2011-03-15"
"Crewe Alexandra","£1.62m",27,"2011-03-15"
"AFC Wimbledon","£653Th.",31,"2011-03-15"
"Accrington Stanley","£1.69m",27,"2011-03-15"
