"","Team","Value","Squad size","Date"
"1","Liverpool FC","€316.00m",29,"2014-07-10"
"2","Manchester City","€493.30m",30,"2014-07-10"
"3","Chelsea FC","€540.70m",33,"2014-07-10"
"4","Manchester United","€417.30m",29,"2014-07-10"
"5","Tottenham Hotspur","€287.85m",30,"2014-07-10"
"6","Arsenal FC","€354.10m",27,"2014-07-10"
"7","Everton FC","€121.00m",22,"2014-07-10"
"8","Leicester City","€29.95m",26,"2014-07-10"
"9","Wolverhampton Wanderers","€25.18m",34,"2014-07-10"
"10","Aston Villa","€98.50m",28,"2014-07-10"
"11","West Ham United","€94.50m",26,"2014-07-10"
"12","Newcastle United","€143.50m",29,"2014-07-10"
"13","Southampton FC","€110.05m",22,"2014-07-10"
"14","Brighton & Hove Albion","€14.55m",21,"2014-07-10"
"15","Fulham FC","€59.55m",24,"2014-07-10"
"16","Crystal Palace","€51.00m",26,"2014-07-10"
"17","Leeds United","€16.58m",23,"2014-07-10"
"18","Sheffield United","€8.48m",22,"2014-07-10"
"19","Burnley FC","€26.40m",20,"2014-07-10"
"20","West Bromwich Albion","€64.45m",18,"2014-07-10"
