"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-01-01"
"Bolton Wanderers","£88.20m",27,"2012-01-01"
"Oldham Athletic","£4.23m",29,"2012-01-01"
"Barrow AFC","£675Th.",23,"2012-01-01"
"Morecambe FC","£2.86m",25,"2012-01-01"
"Mansfield Town","£2.16m",28,"2012-01-01"
"Tranmere Rovers","£3.11m",24,"2012-01-01"
"Grimsby Town","£1.40m",25,"2012-01-01"
"Leyton Orient","£5.72m",24,"2012-01-01"
"Colchester United","£5.20m",24,"2012-01-01"
"Scunthorpe United","£4.34m",28,"2012-01-01"
"Bradford City","£5.85m",33,"2012-01-01"
"Port Vale FC","£3.74m",31,"2012-01-01"
"Crawley Town","£2.34m",18,"2012-01-01"
"Exeter City","£4.75m",30,"2012-01-01"
"Newport County","£1.06m",27,"2012-01-01"
"Southend United","£4.30m",26,"2012-01-01"
"Cheltenham Town","£2.45m",23,"2012-01-01"
"Cambridge United","£675Th.",25,"2012-01-01"
"Carlisle United","£5.58m",24,"2012-01-01"
"Stevenage FC","£2.77m",25,"2012-01-01"
"Forest Green Rovers","£1.35m",25,"2012-01-01"
"Walsall FC","£4.55m",23,"2012-01-01"
"Harrogate Town","£698Th.",22,"2012-01-01"
