"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.15m",28,"2011-04-01"
"2","Norwich City","€17.63m",30,"2011-04-01"
"3","Watford FC","€9.30m",22,"2011-04-01"
"4","Brentford FC","€7.05m",28,"2011-04-01"
"5","Cardiff City","€35.00m",28,"2011-04-01"
"6","Bristol City","€20.30m",29,"2011-04-01"
"7","Swansea City","€18.35m",27,"2011-04-01"
"8","Reading FC","€20.13m",25,"2011-04-01"
"9","Stoke City","€84.85m",26,"2011-04-01"
"10","Blackburn Rovers","€83.10m",27,"2011-04-01"
"11","Nottingham Forest","€33.50m",25,"2011-04-01"
"12","Middlesbrough FC","€34.90m",29,"2011-04-01"
"13","Derby County","€15.65m",32,"2011-04-01"
"14","Huddersfield Town","€10.33m",26,"2011-04-01"
"15","Birmingham City","€90.75m",26,"2011-04-01"
"16","Millwall FC","€12.63m",28,"2011-04-01"
"17","Sheffield Wednesday","€18.40m",29,"2011-04-01"
"18","Preston North End","€22.45m",35,"2011-04-01"
"19","Queens Park Rangers","€35.60m",30,"2011-04-01"
"20","Barnsley FC","€19.25m",28,"2011-04-01"
"21","Luton Town","€2.28m",33,"2011-04-01"
"22","Coventry City","€15.83m",28,"2011-04-01"
"23","Rotherham United","€3.55m",25,"2011-04-01"
"24","Wycombe Wanderers","€4.43m",25,"2011-04-01"
