"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€73.80m",29,"2016-02-01"
"2","Norwich City","€91.50m",28,"2016-02-01"
"3","Watford FC","€93.95m",30,"2016-02-01"
"4","Brentford FC","€21.28m",27,"2016-02-01"
"5","Cardiff City","€41.35m",29,"2016-02-01"
"6","Bristol City","€17.15m",23,"2016-02-01"
"7","Swansea City","€113.60m",24,"2016-02-01"
"8","Reading FC","€40.83m",29,"2016-02-01"
"9","Stoke City","€113.75m",25,"2016-02-01"
"10","Blackburn Rovers","€33.03m",27,"2016-02-01"
"11","Nottingham Forest","€41.20m",28,"2016-02-01"
"12","Middlesbrough FC","€49.63m",27,"2016-02-01"
"13","Derby County","€55.55m",28,"2016-02-01"
"14","Huddersfield Town","€13.15m",24,"2016-02-01"
"15","Birmingham City","€15.93m",25,"2016-02-01"
"16","Millwall FC","€7.80m",23,"2016-02-01"
"17","Sheffield Wednesday","€41.15m",31,"2016-02-01"
"18","Preston North End","€11.40m",26,"2016-02-01"
"19","Queens Park Rangers","€52.10m",32,"2016-02-01"
"20","Barnsley FC","€3.48m",24,"2016-02-01"
"21","Luton Town","€5.25m",31,"2016-02-01"
"22","Coventry City","€9.53m",28,"2016-02-01"
"23","Rotherham United","€13.08m",29,"2016-02-01"
"24","Wycombe Wanderers","€2.08m",23,"2016-02-01"
