"Team","Value","Squad size","Date"
"Hull City","£47.48m",24,"2014-01-15"
"Ipswich Town","£11.70m",22,"2014-01-15"
"Blackpool FC","£15.82m",22,"2014-01-15"
"Sunderland AFC","£98.24m",26,"2014-01-15"
"Charlton Athletic","£13.14m",26,"2014-01-15"
"Shrewsbury Town","£3.22m",24,"2014-01-15"
"Fleetwood Town","£3.08m",30,"2014-01-15"
"Milton Keynes Dons","£4.86m",20,"2014-01-15"
"Oxford United","£2.36m",28,"2014-01-15"
"Wigan Athletic","£41.99m",26,"2014-01-15"
"Swindon Town","£4.14m",32,"2014-01-15"
"Doncaster Rovers","£7.83m",24,"2014-01-15"
"Portsmouth FC","£5.33m",28,"2014-01-15"
"Burton Albion","£2.75m",23,"2014-01-15"
"Gillingham FC","£3.20m",28,"2014-01-15"
"Bristol Rovers","£1.85m",25,"2014-01-15"
"Northampton Town","£3.67m",30,"2014-01-15"
"Plymouth Argyle","£2.54m",24,"2014-01-15"
"Lincoln City","£495Th.",22,"2014-01-15"
"Peterborough United","£7.16m",24,"2014-01-15"
"Rochdale AFC","£2.52m",28,"2014-01-15"
"Crewe Alexandra","£2.21m",27,"2014-01-15"
"AFC Wimbledon","£2.09m",24,"2014-01-15"
"Accrington Stanley","£2.14m",25,"2014-01-15"
