"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€6.85m",34,"2013-01-01"
"2","Norwich City","€62.00m",25,"2013-01-01"
"3","Watford FC","€21.65m",34,"2013-01-01"
"4","Brentford FC","€5.70m",29,"2013-01-01"
"5","Cardiff City","€31.40m",27,"2013-01-01"
"6","Bristol City","€17.65m",28,"2013-01-01"
"7","Swansea City","€74.00m",25,"2013-01-01"
"8","Reading FC","€37.75m",28,"2013-01-01"
"9","Stoke City","€93.15m",28,"2013-01-01"
"10","Blackburn Rovers","€58.55m",33,"2013-01-01"
"11","Nottingham Forest","€31.05m",27,"2013-01-01"
"12","Middlesbrough FC","€34.20m",30,"2013-01-01"
"13","Derby County","€11.98m",26,"2013-01-01"
"14","Huddersfield Town","€15.83m",27,"2013-01-01"
"15","Birmingham City","€26.55m",28,"2013-01-01"
"16","Millwall FC","€12.85m",26,"2013-01-01"
"17","Sheffield Wednesday","€16.73m",31,"2013-01-01"
"18","Preston North End","€4.28m",27,"2013-01-01"
"19","Queens Park Rangers","€106.00m",27,"2013-01-01"
"20","Barnsley FC","€10.30m",32,"2013-01-01"
"21","Luton Town","€1.58m",28,"2013-01-01"
"22","Coventry City","€8.80m",29,"2013-01-01"
"23","Rotherham United","€5.95m",25,"2013-01-01"
"24","Wycombe Wanderers","€3.80m",31,"2013-01-01"
