"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€92.60m",29,"2017-06-19"
"2","Norwich City","€71.85m",31,"2017-06-19"
"3","Watford FC","€129.50m",28,"2017-06-19"
"4","Brentford FC","€24.15m",23,"2017-06-19"
"5","Cardiff City","€35.70m",30,"2017-06-19"
"6","Bristol City","€17.65m",26,"2017-06-19"
"7","Swansea City","€134.10m",32,"2017-06-19"
"8","Reading FC","€29.90m",36,"2017-06-19"
"9","Stoke City","€151.50m",26,"2017-06-19"
"10","Blackburn Rovers","€14.90m",21,"2017-06-19"
"11","Nottingham Forest","€35.40m",31,"2017-06-19"
"12","Middlesbrough FC","€90.75m",27,"2017-06-19"
"13","Derby County","€67.75m",29,"2017-06-19"
"14","Huddersfield Town","€19.40m",25,"2017-06-19"
"15","Birmingham City","€25.18m",29,"2017-06-19"
"16","Millwall FC","€7.83m",26,"2017-06-19"
"17","Sheffield Wednesday","€59.13m",29,"2017-06-19"
"18","Preston North End","€12.10m",27,"2017-06-19"
"19","Queens Park Rangers","€35.75m",31,"2017-06-19"
"20","Barnsley FC","€9.98m",27,"2017-06-19"
"21","Luton Town","€3.70m",27,"2017-06-19"
"22","Coventry City","€4.70m",23,"2017-06-19"
"23","Rotherham United","€10.55m",27,"2017-06-19"
"24","Wycombe Wanderers","€3.30m",25,"2017-06-19"
