"Team","Value","Squad size","Date"
"Hull City","£97.88m",30,"2015-01-01"
"Ipswich Town","£17.33m",27,"2015-01-01"
"Blackpool FC","£16.45m",32,"2015-01-01"
"Sunderland AFC","£80.15m",25,"2015-01-01"
"Shrewsbury Town","£3.44m",24,"2015-01-01"
"Charlton Athletic","£16.88m",29,"2015-01-01"
"Fleetwood Town","£2.93m",25,"2015-01-01"
"Milton Keynes Dons","£6.66m",24,"2015-01-01"
"Oxford United","£2.16m",27,"2015-01-01"
"Wigan Athletic","£41.09m",29,"2015-01-01"
"Swindon Town","£3.24m",27,"2015-01-01"
"Doncaster Rovers","£4.77m",24,"2015-01-01"
"Portsmouth FC","£4.21m",29,"2015-01-01"
"Burton Albion","£2.06m",23,"2015-01-01"
"Gillingham FC","£2.57m",28,"2015-01-01"
"Bristol Rovers","£1.31m",24,"2015-01-01"
"Plymouth Argyle","£1.82m",24,"2015-01-01"
"Northampton Town","£4.12m",27,"2015-01-01"
"Lincoln City","£405Th.",22,"2015-01-01"
"Peterborough United","£5.20m",22,"2015-01-01"
"Rochdale AFC","£3.53m",27,"2015-01-01"
"Crewe Alexandra","£2.97m",30,"2015-01-01"
"AFC Wimbledon","£2.59m",30,"2015-01-01"
"Accrington Stanley","£1.17m",25,"2015-01-01"
