"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.83m",26,"2011-02-15"
"Norwich City","£14.09m",25,"2011-02-15"
"Watford FC","£8.60m",25,"2011-02-15"
"Brentford FC","£6.32m",25,"2011-02-15"
"Stoke City","£76.28m",24,"2011-02-15"
"Bristol City","£19.53m",29,"2011-02-15"
"Nottingham Forest","£26.91m",27,"2011-02-15"
"Swansea City","£18.54m",29,"2011-02-15"
"Blackburn Rovers","£74.30m",25,"2011-02-15"
"Reading FC","£19.37m",30,"2011-02-15"
"Cardiff City","£33.98m",26,"2011-02-15"
"Middlesbrough FC","£34.11m",28,"2011-02-15"
"Huddersfield Town","£9.56m",26,"2011-02-15"
"Birmingham City","£81.50m",26,"2011-02-15"
"Derby County","£12.11m",29,"2011-02-15"
"Millwall FC","£10.46m",29,"2011-02-15"
"Preston North End","£18.63m",34,"2011-02-15"
"Sheffield Wednesday","£14.72m",25,"2011-02-15"
"Queens Park Rangers","£35.10m",32,"2011-02-15"
"Barnsley FC","£14.36m",28,"2011-02-15"
"Luton Town","£2.23m",33,"2011-02-15"
"Coventry City","£14.20m",27,"2011-02-15"
"Rotherham United","£2.66m",25,"2011-02-15"
"Wycombe Wanderers","£4.01m",25,"2011-02-15"
