"","Team","Value","Squad size","Date"
"1","Liverpool FC","€244.00m",24,"2012-01-15"
"2","Manchester City","€433.50m",25,"2012-01-15"
"3","Chelsea FC","€420.00m",27,"2012-01-15"
"4","Manchester United","€399.00m",27,"2012-01-15"
"5","Tottenham Hotspur","€274.55m",26,"2012-01-15"
"6","Arsenal FC","€292.55m",30,"2012-01-15"
"7","Everton FC","€148.00m",25,"2012-01-15"
"8","Leicester City","€35.48m",29,"2012-01-15"
"9","Wolverhampton Wanderers","€79.25m",28,"2012-01-15"
"10","Aston Villa","€137.10m",27,"2012-01-15"
"11","West Ham United","€76.58m",31,"2012-01-15"
"12","Newcastle United","€105.50m",28,"2012-01-15"
"13","Southampton FC","€21.43m",31,"2012-01-15"
"14","Brighton & Hove Albion","€10.28m",27,"2012-01-15"
"15","Fulham FC","€111.50m",29,"2012-01-15"
"16","Crystal Palace","€20.58m",34,"2012-01-15"
"17","Leeds United","€20.03m",27,"2012-01-15"
"18","Sheffield United","€16.80m",29,"2012-01-15"
"19","Burnley FC","€23.98m",25,"2012-01-15"
"20","West Bromwich Albion","€77.05m",25,"2012-01-15"
