"","Team","Value","Squad size","Date"
"1","Hull City","€36.40m",27,"2013-07-01"
"2","Ipswich Town","€11.63m",19,"2013-07-01"
"3","Blackpool FC","€20.60m",22,"2013-07-01"
"4","Sunderland AFC","€112.00m",23,"2013-07-01"
"5","Shrewsbury Town","€2.85m",19,"2013-07-01"
"6","Charlton Athletic","€9.85m",24,"2013-07-01"
"7","Fleetwood Town","€3.08m",26,"2013-07-01"
"8","Milton Keynes Dons","€5.15m",18,"2013-07-01"
"9","Oxford United","€2.23m",20,"2013-07-01"
"10","Wigan Athletic","€49.75m",18,"2013-07-01"
"11","Swindon Town","€2.93m",21,"2013-07-01"
"12","Doncaster Rovers","€5.75m",20,"2013-07-01"
"13","Portsmouth FC","€3.43m",26,"2013-07-01"
"14","Burton Albion","€2.69m",20,"2013-07-01"
"15","Gillingham FC","€2.15m",23,"2013-07-01"
"16","Bristol Rovers","€2.48m",23,"2013-07-01"
"17","Plymouth Argyle","€2.25m",20,"2013-07-01"
"18","Northampton Town","€2.45m",16,"2013-07-01"
"19","Lincoln City","€525Th.",19,"2013-07-01"
"20","Peterborough United","€8.88m",27,"2013-07-01"
"21","Rochdale AFC","€1.65m",21,"2013-07-01"
"22","Crewe Alexandra","€2.60m",24,"2013-07-01"
"23","AFC Wimbledon","€1.90m",21,"2013-07-01"
"24","Accrington Stanley","€2.78m",19,"2013-07-01"
