"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.30m",32,"2011-11-01"
"2","Norwich City","€29.55m",26,"2011-11-01"
"3","Watford FC","€17.58m",29,"2011-11-01"
"4","Brentford FC","€6.23m",27,"2011-11-01"
"5","Cardiff City","€28.13m",29,"2011-11-01"
"6","Bristol City","€17.43m",28,"2011-11-01"
"7","Swansea City","€38.85m",28,"2011-11-01"
"8","Reading FC","€18.68m",31,"2011-11-01"
"9","Stoke City","€104.05m",28,"2011-11-01"
"10","Blackburn Rovers","€77.40m",28,"2011-11-01"
"11","Nottingham Forest","€30.00m",29,"2011-11-01"
"12","Middlesbrough FC","€30.63m",27,"2011-11-01"
"13","Derby County","€15.50m",29,"2011-11-01"
"14","Huddersfield Town","€9.68m",26,"2011-11-01"
"15","Birmingham City","€36.78m",25,"2011-11-01"
"16","Millwall FC","€12.70m",30,"2011-11-01"
"17","Sheffield Wednesday","€14.33m",27,"2011-11-01"
"18","Preston North End","€10.98m",28,"2011-11-01"
"19","Queens Park Rangers","€61.50m",31,"2011-11-01"
"20","Barnsley FC","€12.23m",26,"2011-11-01"
"21","Luton Town","€1.85m",30,"2011-11-01"
"22","Coventry City","€10.90m",25,"2011-11-01"
"23","Rotherham United","€4.50m",25,"2011-11-01"
"24","Wycombe Wanderers","€4.93m",25,"2011-11-01"
