"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-02-15"
"Southend United","£4.34m",27,"2013-02-15"
"Bolton Wanderers","£52.97m",33,"2013-02-15"
"Oldham Athletic","£3.94m",29,"2013-02-15"
"Tranmere Rovers","£2.39m",23,"2013-02-15"
"Morecambe FC","£2.23m",23,"2013-02-15"
"Grimsby Town","£1.58m",23,"2013-02-15"
"Colchester United","£4.93m",26,"2013-02-15"
"Leyton Orient","£4.70m",21,"2013-02-15"
"Mansfield Town","£2.45m",28,"2013-02-15"
"Bradford City","£4.93m",26,"2013-02-15"
"Scunthorpe United","£3.74m",23,"2013-02-15"
"Barrow AFC","£945Th.",21,"2013-02-15"
"Port Vale FC","£3.40m",23,"2013-02-15"
"Cheltenham Town","£2.03m",21,"2013-02-15"
"Exeter City","£3.87m",27,"2013-02-15"
"Carlisle United","£3.35m",21,"2013-02-15"
"Crawley Town","£2.63m",24,"2013-02-15"
"Newport County","£1.69m",25,"2013-02-15"
"Walsall FC","£3.15m",23,"2013-02-15"
"Forest Green Rovers","£1.62m",26,"2013-02-15"
"Stevenage FC","£5.40m",25,"2013-02-15"
"Cambridge United","£630Th.",24,"2013-02-15"
"Harrogate Town","£1.42m",35,"2013-02-15"
