"","Team","Value","Squad size","Date"
"1","Hull City","€30.75m",26,"2011-07-15"
"2","Ipswich Town","€23.35m",27,"2011-07-15"
"3","Blackpool FC","€23.53m",22,"2011-07-15"
"4","Sunderland AFC","€117.15m",31,"2011-07-15"
"5","Shrewsbury Town","€3.08m",19,"2011-07-15"
"6","Charlton Athletic","€9.90m",31,"2011-07-15"
"7","Fleetwood Town","€675Th.",26,"2011-07-15"
"8","Milton Keynes Dons","€5.05m",18,"2011-07-15"
"9","Oxford United","€4.80m",24,"2011-07-15"
"10","Wigan Athletic","€74.10m",25,"2011-07-15"
"11","Swindon Town","€2.63m",21,"2011-07-15"
"12","Doncaster Rovers","€12.28m",26,"2011-07-15"
"13","Portsmouth FC","€23.05m",17,"2011-07-15"
"14","Burton Albion","€3.03m",20,"2011-07-15"
"15","Gillingham FC","€3.80m",27,"2011-07-15"
"16","Bristol Rovers","€4.68m",26,"2011-07-15"
"17","Plymouth Argyle","€3.70m",16,"2011-07-15"
"18","Northampton Town","€3.60m",24,"2011-07-15"
"19","Lincoln City","-",NA,"2011-07-15"
"20","Peterborough United","€6.55m",29,"2011-07-15"
"21","Rochdale AFC","€2.90m",21,"2011-07-15"
"22","Crewe Alexandra","€900Th.",18,"2011-07-15"
"23","AFC Wimbledon","€375Th.",22,"2011-07-15"
"24","Accrington Stanley","€1.25m",15,"2011-07-15"
