"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-05-01"
"2","Southend United","€3.20m",26,"2011-05-01"
"3","Bolton Wanderers","€92.35m",25,"2011-05-01"
"4","Oldham Athletic","€4.63m",26,"2011-05-01"
"5","Tranmere Rovers","€3.60m",28,"2011-05-01"
"6","Morecambe FC","€4.50m",27,"2011-05-01"
"7","Grimsby Town","-",NA,"2011-05-01"
"8","Colchester United","€6.85m",26,"2011-05-01"
"9","Leyton Orient","€6.13m",24,"2011-05-01"
"10","Mansfield Town","€1.53m",29,"2011-05-01"
"11","Bradford City","€3.33m",28,"2011-05-01"
"12","Scunthorpe United","€10.25m",31,"2011-05-01"
"13","Barrow AFC","€1.15m",27,"2011-05-01"
"14","Port Vale FC","€2.78m",24,"2011-05-01"
"15","Cheltenham Town","€2.03m",22,"2011-05-01"
"16","Exeter City","€4.93m",32,"2011-05-01"
"17","Carlisle United","€4.78m",25,"2011-05-01"
"18","Crawley Town","€2.05m",26,"2011-05-01"
"19","Newport County","€1.43m",20,"2011-05-01"
"20","Cambridge United","€1.03m",26,"2011-05-01"
"21","Walsall FC","€4.88m",27,"2011-05-01"
"22","Forest Green Rovers","€1.63m",35,"2011-05-01"
"23","Stevenage FC","€2.85m",24,"2011-05-01"
"24","Harrogate Town","€375Th.",17,"2011-05-01"
