"","Team","Value","Squad size","Date"
"1","Liverpool FC","€293.55m",32,"2011-08-15"
"2","Manchester City","€441.50m",29,"2011-08-15"
"3","Chelsea FC","€397.30m",31,"2011-08-15"
"4","Manchester United","€405.30m",28,"2011-08-15"
"5","Tottenham Hotspur","€290.00m",30,"2011-08-15"
"6","Arsenal FC","€279.35m",31,"2011-08-15"
"7","Everton FC","€167.80m",23,"2011-08-15"
"8","Leicester City","€35.38m",30,"2011-08-15"
"9","Wolverhampton Wanderers","€79.05m",29,"2011-08-15"
"10","Aston Villa","€127.00m",26,"2011-08-15"
"11","West Ham United","€84.80m",26,"2011-08-15"
"12","Newcastle United","€105.50m",28,"2011-08-15"
"13","Southampton FC","€18.38m",30,"2011-08-15"
"14","Brighton & Hove Albion","€6.95m",26,"2011-08-15"
"15","Fulham FC","€97.00m",26,"2011-08-15"
"16","Crystal Palace","€19.65m",35,"2011-08-15"
"17","Leeds United","€19.08m",25,"2011-08-15"
"18","Sheffield United","€16.40m",31,"2011-08-15"
"19","Burnley FC","€22.33m",24,"2011-08-15"
"20","West Bromwich Albion","€80.75m",27,"2011-08-15"
