"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-01-01"
"2","Southend United","€5.15m",25,"2011-01-01"
"3","Bolton Wanderers","€83.25m",26,"2011-01-01"
"4","Oldham Athletic","€4.55m",29,"2011-01-01"
"5","Tranmere Rovers","€4.13m",29,"2011-01-01"
"6","Morecambe FC","€3.93m",26,"2011-01-01"
"7","Grimsby Town","-",NA,"2011-01-01"
"8","Colchester United","€7.13m",29,"2011-01-01"
"9","Leyton Orient","€6.38m",28,"2011-01-01"
"10","Mansfield Town","€1.53m",31,"2011-01-01"
"11","Bradford City","€4.08m",27,"2011-01-01"
"12","Scunthorpe United","€9.38m",28,"2011-01-01"
"13","Barrow AFC","€950Th.",22,"2011-01-01"
"14","Port Vale FC","€2.50m",23,"2011-01-01"
"15","Cheltenham Town","€1.68m",22,"2011-01-01"
"16","Exeter City","€5.40m",33,"2011-01-01"
"17","Carlisle United","€5.40m",27,"2011-01-01"
"18","Crawley Town","€1.65m",30,"2011-01-01"
"19","Newport County","€500Th.",18,"2011-01-01"
"20","Cambridge United","€850Th.",26,"2011-01-01"
"21","Walsall FC","€7.20m",28,"2011-01-01"
"22","Forest Green Rovers","€1.98m",36,"2011-01-01"
"23","Stevenage FC","€3.63m",25,"2011-01-01"
"24","Harrogate Town","€375Th.",18,"2011-01-01"
