"","Team","Value","Squad size","Date"
"1","Hull City","€108.75m",30,"2015-01-01"
"2","Ipswich Town","€19.25m",27,"2015-01-01"
"3","Blackpool FC","€18.28m",32,"2015-01-01"
"4","Sunderland AFC","€89.05m",25,"2015-01-01"
"5","Shrewsbury Town","€3.83m",24,"2015-01-01"
"6","Charlton Athletic","€18.75m",29,"2015-01-01"
"7","Fleetwood Town","€3.25m",25,"2015-01-01"
"8","Milton Keynes Dons","€7.40m",24,"2015-01-01"
"9","Oxford United","€2.40m",27,"2015-01-01"
"10","Wigan Athletic","€45.65m",29,"2015-01-01"
"11","Swindon Town","€3.60m",27,"2015-01-01"
"12","Doncaster Rovers","€5.30m",24,"2015-01-01"
"13","Portsmouth FC","€4.68m",29,"2015-01-01"
"14","Burton Albion","€2.29m",23,"2015-01-01"
"15","Gillingham FC","€2.85m",28,"2015-01-01"
"16","Bristol Rovers","€1.45m",24,"2015-01-01"
"17","Plymouth Argyle","€2.03m",24,"2015-01-01"
"18","Northampton Town","€4.58m",27,"2015-01-01"
"19","Lincoln City","€450Th.",22,"2015-01-01"
"20","Peterborough United","€5.78m",22,"2015-01-01"
"21","Rochdale AFC","€3.93m",27,"2015-01-01"
"22","Crewe Alexandra","€3.30m",30,"2015-01-01"
"23","AFC Wimbledon","€2.88m",30,"2015-01-01"
"24","Accrington Stanley","€1.30m",25,"2015-01-01"
