"Team","Value","Squad size","Date"
"Ipswich Town","£17.42m",27,"2016-12-15"
"Hull City","£76.37m",26,"2016-12-15"
"Sunderland AFC","£89.55m",25,"2016-12-15"
"Blackpool FC","£3.11m",26,"2016-12-15"
"Charlton Athletic","£13.14m",27,"2016-12-15"
"Milton Keynes Dons","£5.90m",27,"2016-12-15"
"Portsmouth FC","£3.51m",27,"2016-12-15"
"Fleetwood Town","£4.59m",30,"2016-12-15"
"Shrewsbury Town","£4.34m",22,"2016-12-15"
"Swindon Town","£3.96m",26,"2016-12-15"
"Oxford United","£4.32m",26,"2016-12-15"
"Wigan Athletic","£17.75m",26,"2016-12-15"
"Lincoln City","£1.01m",25,"2016-12-15"
"Doncaster Rovers","£3.15m",25,"2016-12-15"
"Gillingham FC","£5.74m",30,"2016-12-15"
"Bristol Rovers","£3.51m",31,"2016-12-15"
"Plymouth Argyle","£3.67m",24,"2016-12-15"
"Burton Albion","£8.01m",25,"2016-12-15"
"Crewe Alexandra","£2.23m",21,"2016-12-15"
"Northampton Town","£4.41m",25,"2016-12-15"
"Peterborough United","£4.03m",25,"2016-12-15"
"Rochdale AFC","£3.67m",27,"2016-12-15"
"AFC Wimbledon","£2.93m",23,"2016-12-15"
"Accrington Stanley","£3.04m",29,"2016-12-15"
