"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-06-01"
"2","Southend United","€4.65m",33,"2012-06-01"
"3","Bolton Wanderers","€78.50m",27,"2012-06-01"
"4","Oldham Athletic","€3.45m",29,"2012-06-01"
"5","Tranmere Rovers","€2.95m",24,"2012-06-01"
"6","Morecambe FC","€2.90m",25,"2012-06-01"
"7","Grimsby Town","€1.55m",25,"2012-06-01"
"8","Colchester United","€6.43m",26,"2012-06-01"
"9","Leyton Orient","€7.08m",26,"2012-06-01"
"10","Mansfield Town","€2.05m",23,"2012-06-01"
"11","Bradford City","€5.70m",27,"2012-06-01"
"12","Scunthorpe United","€4.90m",25,"2012-06-01"
"13","Barrow AFC","€675Th.",21,"2012-06-01"
"14","Port Vale FC","€2.65m",24,"2012-06-01"
"15","Cheltenham Town","€2.63m",20,"2012-06-01"
"16","Exeter City","€6.00m",31,"2012-06-01"
"17","Carlisle United","€6.20m",24,"2012-06-01"
"18","Crawley Town","€3.20m",25,"2012-06-01"
"19","Newport County","€500Th.",25,"2012-06-01"
"20","Cambridge United","€375Th.",25,"2012-06-01"
"21","Walsall FC","€5.15m",24,"2012-06-01"
"22","Forest Green Rovers","€2.03m",28,"2012-06-01"
"23","Stevenage FC","€4.28m",24,"2012-06-01"
"24","Harrogate Town","€425Th.",22,"2012-06-01"
