"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2018-01-15"
"2","Southend United","€5.40m",24,"2018-01-15"
"3","Bolton Wanderers","€13.25m",24,"2018-01-15"
"4","Oldham Athletic","€5.08m",25,"2018-01-15"
"5","Tranmere Rovers","€1.85m",28,"2018-01-15"
"6","Morecambe FC","€2.43m",26,"2018-01-15"
"7","Grimsby Town","€3.48m",31,"2018-01-15"
"8","Colchester United","€2.83m",20,"2018-01-15"
"9","Leyton Orient","€2.63m",31,"2018-01-15"
"10","Mansfield Town","€4.20m",26,"2018-01-15"
"11","Bradford City","€4.63m",32,"2018-01-15"
"12","Scunthorpe United","€7.25m",30,"2018-01-15"
"13","Barrow AFC","€1.10m",19,"2018-01-15"
"14","Port Vale FC","€2.50m",31,"2018-01-15"
"15","Cheltenham Town","€2.65m",25,"2018-01-15"
"16","Exeter City","€4.28m",32,"2018-01-15"
"17","Carlisle United","€2.70m",26,"2018-01-15"
"18","Crawley Town","€2.83m",24,"2018-01-15"
"19","Newport County","€2.33m",25,"2018-01-15"
"20","Cambridge United","€2.58m",25,"2018-01-15"
"21","Walsall FC","€2.38m",23,"2018-01-15"
"22","Forest Green Rovers","€2.75m",31,"2018-01-15"
"23","Stevenage FC","€1.95m",27,"2018-01-15"
"24","Harrogate Town","€850Th.",24,"2018-01-15"
