"Team","Value","Squad size","Date"
"Liverpool FC","£219.60m",24,"2011-12-01"
"Manchester City","£390.15m",25,"2011-12-01"
"Chelsea FC","£378.90m",26,"2011-12-01"
"Manchester United","£364.77m",28,"2011-12-01"
"Tottenham Hotspur","£247.10m",26,"2011-12-01"
"Arsenal FC","£262.17m",30,"2011-12-01"
"Everton FC","£127.35m",23,"2011-12-01"
"Leicester City","£34.47m",25,"2011-12-01"
"Wolverhampton Wanderers","£65.48m",22,"2011-12-01"
"Aston Villa","£117.95m",23,"2011-12-01"
"West Ham United","£65.61m",26,"2011-12-01"
"Newcastle United","£91.35m",25,"2011-12-01"
"Southampton FC","£16.58m",27,"2011-12-01"
"Brighton & Hove Albion","£13.39m",29,"2011-12-01"
"Fulham FC","£97.88m",27,"2011-12-01"
"Crystal Palace","£19.01m",33,"2011-12-01"
"Leeds United","£19.71m",26,"2011-12-01"
"Sheffield United","£15.21m",29,"2011-12-01"
"Burnley FC","£21.92m",24,"2011-12-01"
"West Bromwich Albion","£62.55m",20,"2011-12-01"
