"Team","Value","Squad size","Date"
"AFC Bournemouth","£109.85m",29,"2016-09-01"
"Norwich City","£65.30m",28,"2016-09-01"
"Watford FC","£116.55m",29,"2016-09-01"
"Brentford FC","£16.83m",23,"2016-09-01"
"Cardiff City","£30.56m",24,"2016-09-01"
"Bristol City","£13.50m",24,"2016-09-01"
"Swansea City","£95.45m",24,"2016-09-01"
"Stoke City","£155.03m",27,"2016-09-01"
"Reading FC","£22.91m",25,"2016-09-01"
"Blackburn Rovers","£20.39m",28,"2016-09-01"
"Nottingham Forest","£32.04m",26,"2016-09-01"
"Middlesbrough FC","£94.50m",28,"2016-09-01"
"Derby County","£55.98m",28,"2016-09-01"
"Huddersfield Town","£14.54m",24,"2016-09-01"
"Birmingham City","£13.32m",25,"2016-09-01"
"Millwall FC","£5.56m",23,"2016-09-01"
"Sheffield Wednesday","£42.44m",31,"2016-09-01"
"Preston North End","£16.16m",28,"2016-09-01"
"Queens Park Rangers","£41.09m",27,"2016-09-01"
"Barnsley FC","£5.13m",28,"2016-09-01"
"Luton Town","£3.56m",29,"2016-09-01"
"Coventry City","£4.88m",32,"2016-09-01"
"Rotherham United","£11.00m",24,"2016-09-01"
"Wycombe Wanderers","£3.11m",26,"2016-09-01"
