"","Team","Value","Squad size","Date"
"1","Liverpool FC","€899.50m",30,"2018-08-15"
"2","Manchester City","€1.07bn",29,"2018-08-15"
"3","Chelsea FC","€876.50m",32,"2018-08-15"
"4","Manchester United","€855.00m",26,"2018-08-15"
"5","Tottenham Hotspur","€834.50m",28,"2018-08-15"
"6","Arsenal FC","€562.00m",27,"2018-08-15"
"7","Everton FC","€443.50m",35,"2018-08-15"
"8","Leicester City","€333.50m",30,"2018-08-15"
"9","Wolverhampton Wanderers","€197.80m",34,"2018-08-15"
"10","Aston Villa","€77.85m",28,"2018-08-15"
"11","West Ham United","€286.50m",26,"2018-08-15"
"12","Newcastle United","€176.70m",27,"2018-08-15"
"13","Southampton FC","€266.35m",28,"2018-08-15"
"14","Brighton & Hove Albion","€186.10m",31,"2018-08-15"
"15","Fulham FC","€248.75m",28,"2018-08-15"
"16","Crystal Palace","€215.33m",27,"2018-08-15"
"17","Leeds United","€62.35m",28,"2018-08-15"
"18","Sheffield United","€18.80m",23,"2018-08-15"
"19","Burnley FC","€188.75m",27,"2018-08-15"
"20","West Bromwich Albion","€115.95m",24,"2018-08-15"
