"","Team","Value","Squad size","Date"
"1","Liverpool FC","€835.00m",32,"2018-07-01"
"2","Manchester City","€1.02bn",35,"2018-07-01"
"3","Chelsea FC","€882.75m",39,"2018-07-01"
"4","Manchester United","€852.50m",32,"2018-07-01"
"5","Tottenham Hotspur","€819.50m",28,"2018-07-01"
"6","Arsenal FC","€535.45m",30,"2018-07-01"
"7","Everton FC","€356.50m",34,"2018-07-01"
"8","Leicester City","€338.50m",30,"2018-07-01"
"9","Wolverhampton Wanderers","€127.80m",35,"2018-07-01"
"10","Aston Villa","€78.30m",28,"2018-07-01"
"11","West Ham United","€230.50m",26,"2018-07-01"
"12","Newcastle United","€183.70m",30,"2018-07-01"
"13","Southampton FC","€246.50m",28,"2018-07-01"
"14","Brighton & Hove Albion","€138.10m",27,"2018-07-01"
"15","Fulham FC","€80.25m",19,"2018-07-01"
"16","Crystal Palace","€176.33m",24,"2018-07-01"
"17","Leeds United","€61.55m",32,"2018-07-01"
"18","Sheffield United","€18.70m",26,"2018-07-01"
"19","Burnley FC","€156.75m",24,"2018-07-01"
"20","West Bromwich Albion","€104.00m",17,"2018-07-01"
