"Team","Value","Squad size","Date"
"AFC Bournemouth","£17.78m",30,"2015-02-15"
"Norwich City","£57.24m",29,"2015-02-15"
"Watford FC","£30.38m",27,"2015-02-15"
"Brentford FC","£12.47m",33,"2015-02-15"
"Cardiff City","£39.02m",30,"2015-02-15"
"Bristol City","£7.43m",23,"2015-02-15"
"Swansea City","£93.60m",25,"2015-02-15"
"Stoke City","£91.35m",25,"2015-02-15"
"Reading FC","£28.98m",28,"2015-02-15"
"Blackburn Rovers","£33.62m",28,"2015-02-15"
"Nottingham Forest","£34.52m",26,"2015-02-15"
"Middlesbrough FC","£32.74m",31,"2015-02-15"
"Derby County","£36.99m",28,"2015-02-15"
"Huddersfield Town","£13.68m",27,"2015-02-15"
"Birmingham City","£11.16m",26,"2015-02-15"
"Millwall FC","£13.93m",27,"2015-02-15"
"Sheffield Wednesday","£15.21m",29,"2015-02-15"
"Preston North End","£7.29m",31,"2015-02-15"
"Queens Park Rangers","£81.90m",26,"2015-02-15"
"Barnsley FC","£4.41m",29,"2015-02-15"
"Luton Town","£2.32m",29,"2015-02-15"
"Coventry City","£4.91m",26,"2015-02-15"
"Rotherham United","£17.06m",26,"2015-02-15"
"Wycombe Wanderers","£1.85m",20,"2015-02-15"
