"","Team","Value","Squad size","Date"
"1","Hull City","€53.25m",25,"2013-10-15"
"2","Ipswich Town","€10.38m",20,"2013-10-15"
"3","Blackpool FC","€22.00m",23,"2013-10-15"
"4","Sunderland AFC","€115.50m",27,"2013-10-15"
"5","Shrewsbury Town","€3.25m",19,"2013-10-15"
"6","Charlton Athletic","€11.80m",25,"2013-10-15"
"7","Fleetwood Town","€3.63m",25,"2013-10-15"
"8","Milton Keynes Dons","€6.30m",22,"2013-10-15"
"9","Oxford United","€2.63m",26,"2013-10-15"
"10","Wigan Athletic","€56.35m",26,"2013-10-15"
"11","Swindon Town","€4.65m",30,"2013-10-15"
"12","Doncaster Rovers","€9.95m",25,"2013-10-15"
"13","Portsmouth FC","€4.53m",24,"2013-10-15"
"14","Burton Albion","€3.29m",22,"2013-10-15"
"15","Gillingham FC","€2.95m",26,"2013-10-15"
"16","Bristol Rovers","€2.88m",25,"2013-10-15"
"17","Plymouth Argyle","€3.80m",26,"2013-10-15"
"18","Northampton Town","€4.65m",29,"2013-10-15"
"19","Lincoln City","€600Th.",22,"2013-10-15"
"20","Peterborough United","€9.05m",22,"2013-10-15"
"21","Rochdale AFC","€2.88m",29,"2013-10-15"
"22","Crewe Alexandra","€2.58m",27,"2013-10-15"
"23","AFC Wimbledon","€2.38m",23,"2013-10-15"
"24","Accrington Stanley","€2.45m",26,"2013-10-15"
