"","Team","Value","Squad size","Date"
"1","Liverpool FC","€950.50m",24,"2019-03-15"
"2","Manchester City","€1.14bn",25,"2019-03-15"
"3","Chelsea FC","€885.75m",26,"2019-03-15"
"4","Manchester United","€796.00m",25,"2019-03-15"
"5","Tottenham Hotspur","€835.50m",24,"2019-03-15"
"6","Arsenal FC","€625.50m",25,"2019-03-15"
"7","Everton FC","€420.00m",23,"2019-03-15"
"8","Leicester City","€344.50m",25,"2019-03-15"
"9","Wolverhampton Wanderers","€243.25m",19,"2019-03-15"
"10","Aston Villa","€117.25m",28,"2019-03-15"
"11","West Ham United","€323.00m",26,"2019-03-15"
"12","Newcastle United","€200.50m",26,"2019-03-15"
"13","Southampton FC","€224.60m",24,"2019-03-15"
"14","Brighton & Hove Albion","€173.50m",23,"2019-03-15"
"15","Fulham FC","€254.00m",27,"2019-03-15"
"16","Crystal Palace","€266.15m",26,"2019-03-15"
"17","Leeds United","€66.00m",24,"2019-03-15"
"18","Sheffield United","€45.70m",25,"2019-03-15"
"19","Burnley FC","€174.25m",26,"2019-03-15"
"20","West Bromwich Albion","€114.95m",26,"2019-03-15"
