"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-02-15"
"2","Southend United","€3.95m",24,"2011-02-15"
"3","Bolton Wanderers","€97.00m",27,"2011-02-15"
"4","Oldham Athletic","€4.88m",29,"2011-02-15"
"5","Tranmere Rovers","€3.68m",27,"2011-02-15"
"6","Morecambe FC","€4.13m",24,"2011-02-15"
"7","Grimsby Town","-",NA,"2011-02-15"
"8","Colchester United","€6.15m",28,"2011-02-15"
"9","Leyton Orient","€7.23m",30,"2011-02-15"
"10","Mansfield Town","€1.53m",29,"2011-02-15"
"11","Bradford City","€3.53m",29,"2011-02-15"
"12","Scunthorpe United","€10.40m",30,"2011-02-15"
"13","Barrow AFC","€1.08m",26,"2011-02-15"
"14","Port Vale FC","€3.40m",27,"2011-02-15"
"15","Cheltenham Town","€2.03m",25,"2011-02-15"
"16","Exeter City","€4.88m",31,"2011-02-15"
"17","Carlisle United","€5.23m",27,"2011-02-15"
"18","Crawley Town","€2.45m",32,"2011-02-15"
"19","Newport County","€1.38m",19,"2011-02-15"
"20","Cambridge United","€850Th.",25,"2011-02-15"
"21","Walsall FC","€5.93m",26,"2011-02-15"
"22","Forest Green Rovers","€1.88m",37,"2011-02-15"
"23","Stevenage FC","€2.65m",23,"2011-02-15"
"24","Harrogate Town","€400Th.",18,"2011-02-15"
