"Team","Value","Squad size","Date"
"Hull City","£26.55m",27,"2011-06-01"
"Ipswich Town","£21.51m",27,"2011-06-01"
"Blackpool FC","£36.52m",32,"2011-06-01"
"Sunderland AFC","£93.04m",27,"2011-06-01"
"Shrewsbury Town","£3.53m",25,"2011-06-01"
"Charlton Athletic","£9.83m",26,"2011-06-01"
"Fleetwood Town","£1.08m",29,"2011-06-01"
"Milton Keynes Dons","£4.21m",19,"2011-06-01"
"Oxford United","£2.68m",21,"2011-06-01"
"Wigan Athletic","£61.70m",24,"2011-06-01"
"Swindon Town","£4.57m",25,"2011-06-01"
"Doncaster Rovers","£10.78m",26,"2011-06-01"
"Portsmouth FC","£20.70m",16,"2011-06-01"
"Burton Albion","£2.95m",24,"2011-06-01"
"Gillingham FC","£4.19m",28,"2011-06-01"
"Bristol Rovers","£7.29m",32,"2011-06-01"
"Plymouth Argyle","£9.45m",25,"2011-06-01"
"Northampton Town","£3.15m",30,"2011-06-01"
"Lincoln City","£2.25m",21,"2011-06-01"
"Peterborough United","£7.31m",29,"2011-06-01"
"Rochdale AFC","£3.06m",23,"2011-06-01"
"Crewe Alexandra","£1.80m",25,"2011-06-01"
"AFC Wimbledon","£428Th.",27,"2011-06-01"
"Accrington Stanley","£1.64m",26,"2011-06-01"
