"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.94m",34,"2012-11-01"
"Norwich City","£55.76m",28,"2012-11-01"
"Watford FC","£19.85m",35,"2012-11-01"
"Brentford FC","£4.28m",26,"2012-11-01"
"Cardiff City","£30.33m",28,"2012-11-01"
"Bristol City","£16.92m",28,"2012-11-01"
"Swansea City","£65.25m",24,"2012-11-01"
"Reading FC","£33.08m",25,"2012-11-01"
"Stoke City","£84.69m",28,"2012-11-01"
"Blackburn Rovers","£54.05m",32,"2012-11-01"
"Nottingham Forest","£24.57m",27,"2012-11-01"
"Middlesbrough FC","£30.78m",30,"2012-11-01"
"Derby County","£11.00m",26,"2012-11-01"
"Huddersfield Town","£14.04m",26,"2012-11-01"
"Birmingham City","£24.98m",26,"2012-11-01"
"Millwall FC","£13.37m",28,"2012-11-01"
"Sheffield Wednesday","£17.98m",29,"2012-11-01"
"Preston North End","£3.80m",26,"2012-11-01"
"Queens Park Rangers","£95.40m",27,"2012-11-01"
"Barnsley FC","£8.33m",29,"2012-11-01"
"Luton Town","£1.28m",25,"2012-11-01"
"Coventry City","£8.15m",30,"2012-11-01"
"Rotherham United","£5.63m",22,"2012-11-01"
"Wycombe Wanderers","£3.74m",32,"2012-11-01"
