"","Team","Value","Squad size","Date"
"1","Salford City","€675Th.",11,"2015-06-01"
"2","Southend United","€2.98m",24,"2015-06-01"
"3","Bolton Wanderers","€24.93m",35,"2015-06-01"
"4","Oldham Athletic","€4.30m",24,"2015-06-01"
"5","Tranmere Rovers","€3.68m",23,"2015-06-01"
"6","Morecambe FC","€2.03m",25,"2015-06-01"
"7","Grimsby Town","€1.00m",22,"2015-06-01"
"8","Colchester United","€3.08m",27,"2015-06-01"
"9","Leyton Orient","€6.75m",26,"2015-06-01"
"10","Mansfield Town","€1.73m",26,"2015-06-01"
"11","Bradford City","€4.95m",22,"2015-06-01"
"12","Scunthorpe United","€5.18m",29,"2015-06-01"
"13","Barrow AFC","€850Th.",19,"2015-06-01"
"14","Port Vale FC","€3.40m",26,"2015-06-01"
"15","Cheltenham Town","€2.13m",23,"2015-06-01"
"16","Exeter City","€3.65m",27,"2015-06-01"
"17","Carlisle United","€3.70m",25,"2015-06-01"
"18","Crawley Town","€4.45m",25,"2015-06-01"
"19","Newport County","€1.20m",22,"2015-06-01"
"20","Cambridge United","€2.25m",25,"2015-06-01"
"21","Walsall FC","€3.13m",25,"2015-06-01"
"22","Forest Green Rovers","€1.83m",25,"2015-06-01"
"23","Stevenage FC","€2.35m",29,"2015-06-01"
"24","Harrogate Town","€2.73m",43,"2015-06-01"
