"Team","Value","Squad size","Date"
"Liverpool FC","£260.46m",33,"2011-08-01"
"Manchester City","£391.05m",28,"2011-08-01"
"Chelsea FC","£380.07m",30,"2011-08-01"
"Manchester United","£356.63m",30,"2011-08-01"
"Tottenham Hotspur","£269.64m",30,"2011-08-01"
"Arsenal FC","£285.17m",29,"2011-08-01"
"Everton FC","£162.09m",22,"2011-08-01"
"Leicester City","£34.94m",32,"2011-08-01"
"Wolverhampton Wanderers","£66.87m",28,"2011-08-01"
"Aston Villa","£121.10m",26,"2011-08-01"
"West Ham United","£81.50m",25,"2011-08-01"
"Newcastle United","£95.15m",30,"2011-08-01"
"Brighton & Hove Albion","£6.17m",24,"2011-08-01"
"Southampton FC","£16.58m",32,"2011-08-01"
"Crystal Palace","£15.41m",29,"2011-08-01"
"Fulham FC","£85.59m",26,"2011-08-01"
"Leeds United","£16.72m",23,"2011-08-01"
"Sheffield United","£13.64m",28,"2011-08-01"
"Burnley FC","£21.17m",22,"2011-08-01"
"West Bromwich Albion","£64.37m",29,"2011-08-01"
