"Team","Value","Squad size","Date"
"Hull City","£49.28m",26,"2013-12-01"
"Ipswich Town","£10.51m",22,"2013-12-01"
"Blackpool FC","£20.79m",26,"2013-12-01"
"Sunderland AFC","£97.34m",25,"2013-12-01"
"Charlton Athletic","£10.62m",24,"2013-12-01"
"Shrewsbury Town","£2.88m",20,"2013-12-01"
"Fleetwood Town","£3.02m",26,"2013-12-01"
"Milton Keynes Dons","£5.67m",22,"2013-12-01"
"Oxford United","£2.36m",26,"2013-12-01"
"Wigan Athletic","£49.82m",26,"2013-12-01"
"Swindon Town","£4.28m",32,"2013-12-01"
"Doncaster Rovers","£10.31m",28,"2013-12-01"
"Portsmouth FC","£4.23m",26,"2013-12-01"
"Burton Albion","£2.82m",23,"2013-12-01"
"Gillingham FC","£3.53m",30,"2013-12-01"
"Bristol Rovers","£2.66m",27,"2013-12-01"
"Northampton Town","£4.39m",32,"2013-12-01"
"Plymouth Argyle","£3.33m",27,"2013-12-01"
"Lincoln City","£495Th.",21,"2013-12-01"
"Peterborough United","£8.10m",24,"2013-12-01"
"Rochdale AFC","£2.61m",28,"2013-12-01"
"Crewe Alexandra","£2.70m",30,"2013-12-01"
"AFC Wimbledon","£2.18m",25,"2013-12-01"
"Accrington Stanley","£2.25m",26,"2013-12-01"
