"Team","Value","Squad size","Date"
"Liverpool FC","£980.10m",24,"2019-07-15"
"Manchester City","£1.13bn",29,"2019-07-15"
"Chelsea FC","£781.88m",35,"2019-07-15"
"Manchester United","£720.99m",29,"2019-07-15"
"Tottenham Hotspur","£852.30m",27,"2019-07-15"
"Arsenal FC","£522.68m",28,"2019-07-15"
"Everton FC","£423.00m",29,"2019-07-15"
"Leicester City","£393.77m",34,"2019-07-15"
"Wolverhampton Wanderers","£248.63m",28,"2019-07-15"
"Aston Villa","£127.80m",26,"2019-07-15"
"West Ham United","£289.13m",28,"2019-07-15"
"Newcastle United","£168.75m",27,"2019-07-15"
"Southampton FC","£270.00m",31,"2019-07-15"
"Brighton & Hove Albion","£184.01m",32,"2019-07-15"
"Fulham FC","£179.33m",24,"2019-07-15"
"Crystal Palace","£186.93m",23,"2019-07-15"
"Leeds United","£82.08m",33,"2019-07-15"
"Sheffield United","£42.48m",24,"2019-07-15"
"Burnley FC","£182.93m",25,"2019-07-15"
"West Bromwich Albion","£71.10m",17,"2019-07-15"
