"","Team","Value","Squad size","Date"
"1","Salford City","€2.30m",26,"2018-08-15"
"2","Southend United","€5.63m",27,"2018-08-15"
"3","Bolton Wanderers","€21.35m",29,"2018-08-15"
"4","Oldham Athletic","€4.93m",26,"2018-08-15"
"5","Tranmere Rovers","€1.53m",25,"2018-08-15"
"6","Morecambe FC","€2.28m",26,"2018-08-15"
"7","Grimsby Town","€2.28m",22,"2018-08-15"
"8","Colchester United","€1.78m",24,"2018-08-15"
"9","Leyton Orient","€2.25m",24,"2018-08-15"
"10","Mansfield Town","€4.03m",23,"2018-08-15"
"11","Bradford City","€5.15m",31,"2018-08-15"
"12","Scunthorpe United","€9.05m",24,"2018-08-15"
"13","Barrow AFC","€1.13m",25,"2018-08-15"
"14","Port Vale FC","€2.43m",25,"2018-08-15"
"15","Cheltenham Town","€1.85m",22,"2018-08-15"
"16","Exeter City","€3.38m",25,"2018-08-15"
"17","Carlisle United","€2.55m",23,"2018-08-15"
"18","Crawley Town","€2.68m",22,"2018-08-15"
"19","Newport County","€1.78m",21,"2018-08-15"
"20","Cambridge United","€2.20m",27,"2018-08-15"
"21","Walsall FC","€2.25m",25,"2018-08-15"
"22","Forest Green Rovers","€3.10m",23,"2018-08-15"
"23","Stevenage FC","€2.25m",29,"2018-08-15"
"24","Harrogate Town","€750Th.",21,"2018-08-15"
