"","Team","Value","Squad size","Date"
"1","Liverpool FC","€362.15m",34,"2016-06-01"
"2","Manchester City","€501.95m",25,"2016-06-01"
"3","Chelsea FC","€516.00m",31,"2016-06-01"
"4","Manchester United","€422.75m",34,"2016-06-01"
"5","Tottenham Hotspur","€317.40m",26,"2016-06-01"
"6","Arsenal FC","€447.25m",35,"2016-06-01"
"7","Everton FC","€240.75m",31,"2016-06-01"
"8","Leicester City","€125.10m",26,"2016-06-01"
"9","Wolverhampton Wanderers","€23.13m",30,"2016-06-01"
"10","Aston Villa","€112.75m",32,"2016-06-01"
"11","West Ham United","€166.35m",29,"2016-06-01"
"12","Newcastle United","€187.00m",36,"2016-06-01"
"13","Southampton FC","€212.50m",32,"2016-06-01"
"14","Brighton & Hove Albion","€34.60m",31,"2016-06-01"
"15","Fulham FC","€38.95m",30,"2016-06-01"
"16","Crystal Palace","€126.68m",32,"2016-06-01"
"17","Leeds United","€23.05m",23,"2016-06-01"
"18","Sheffield United","€8.20m",32,"2016-06-01"
"19","Burnley FC","€50.10m",30,"2016-06-01"
"20","West Bromwich Albion","€99.60m",24,"2016-06-01"
