"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.80m",24,"2011-06-15"
"2","Norwich City","€18.50m",32,"2011-06-15"
"3","Watford FC","€10.65m",28,"2011-06-15"
"4","Brentford FC","€5.30m",22,"2011-06-15"
"5","Cardiff City","€24.05m",25,"2011-06-15"
"6","Bristol City","€20.15m",30,"2011-06-15"
"7","Swansea City","€20.68m",33,"2011-06-15"
"8","Reading FC","€21.00m",35,"2011-06-15"
"9","Stoke City","€82.45m",31,"2011-06-15"
"10","Blackburn Rovers","€78.35m",29,"2011-06-15"
"11","Nottingham Forest","€26.70m",26,"2011-06-15"
"12","Middlesbrough FC","€39.30m",29,"2011-06-15"
"13","Derby County","€18.25m",34,"2011-06-15"
"14","Huddersfield Town","€8.40m",24,"2011-06-15"
"15","Birmingham City","€77.75m",25,"2011-06-15"
"16","Millwall FC","€9.20m",24,"2011-06-15"
"17","Sheffield Wednesday","€17.10m",25,"2011-06-15"
"18","Preston North End","€16.75m",28,"2011-06-15"
"19","Queens Park Rangers","€38.68m",38,"2011-06-15"
"20","Barnsley FC","€12.00m",22,"2011-06-15"
"21","Luton Town","€1.38m",31,"2011-06-15"
"22","Coventry City","€15.88m",29,"2011-06-15"
"23","Rotherham United","€2.63m",24,"2011-06-15"
"24","Wycombe Wanderers","€4.25m",28,"2011-06-15"
