"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.53m",32,"2012-02-01"
"Norwich City","£27.09m",25,"2012-02-01"
"Watford FC","£13.84m",28,"2012-02-01"
"Brentford FC","£5.29m",28,"2012-02-01"
"Cardiff City","£25.58m",29,"2012-02-01"
"Bristol City","£22.05m",31,"2012-02-01"
"Swansea City","£42.53m",30,"2012-02-01"
"Reading FC","£18.18m",31,"2012-02-01"
"Stoke City","£97.20m",27,"2012-02-01"
"Blackburn Rovers","£75.83m",32,"2012-02-01"
"Nottingham Forest","£25.70m",26,"2012-02-01"
"Middlesbrough FC","£27.63m",28,"2012-02-01"
"Derby County","£9.18m",25,"2012-02-01"
"Huddersfield Town","£11.77m",30,"2012-02-01"
"Birmingham City","£26.12m",22,"2012-02-01"
"Millwall FC","£10.28m",32,"2012-02-01"
"Sheffield Wednesday","£11.86m",25,"2012-02-01"
"Preston North End","£9.20m",33,"2012-02-01"
"Queens Park Rangers","£88.36m",42,"2012-02-01"
"Barnsley FC","£9.27m",25,"2012-02-01"
"Luton Town","£947Th.",25,"2012-02-01"
"Coventry City","£8.33m",23,"2012-02-01"
"Rotherham United","£3.22m",23,"2012-02-01"
"Wycombe Wanderers","£5.36m",25,"2012-02-01"
