"","Team","Value","Squad size","Date"
"1","Salford City","€775Th.",22,"2016-11-15"
"2","Southend United","€4.80m",25,"2016-11-15"
"3","Bolton Wanderers","€15.68m",24,"2016-11-15"
"4","Oldham Athletic","€4.48m",23,"2016-11-15"
"5","Tranmere Rovers","€1.25m",24,"2016-11-15"
"6","Morecambe FC","€2.38m",22,"2016-11-15"
"7","Grimsby Town","€2.73m",27,"2016-11-15"
"8","Colchester United","€2.98m",27,"2016-11-15"
"9","Leyton Orient","€5.85m",27,"2016-11-15"
"10","Mansfield Town","€2.95m",24,"2016-11-15"
"11","Bradford City","€6.18m",24,"2016-11-15"
"12","Scunthorpe United","€5.23m",25,"2016-11-15"
"13","Barrow AFC","€850Th.",25,"2016-11-15"
"14","Port Vale FC","€5.38m",30,"2016-11-15"
"15","Cheltenham Town","€1.50m",23,"2016-11-15"
"16","Exeter City","€4.13m",31,"2016-11-15"
"17","Carlisle United","€2.85m",21,"2016-11-15"
"18","Crawley Town","€3.18m",26,"2016-11-15"
"19","Newport County","€2.33m",27,"2016-11-15"
"20","Cambridge United","€3.05m",26,"2016-11-15"
"21","Walsall FC","€3.63m",26,"2016-11-15"
"22","Forest Green Rovers","€2.25m",26,"2016-11-15"
"23","Stevenage FC","€2.60m",27,"2016-11-15"
"24","Harrogate Town","€3.45m",50,"2016-11-15"
