"","Team","Value","Squad size","Date"
"1","Hull City","€72.38m",25,"2015-09-01"
"2","Ipswich Town","€20.55m",27,"2015-09-01"
"3","Blackpool FC","€2.93m",22,"2015-09-01"
"4","Sunderland AFC","€111.75m",28,"2015-09-01"
"5","Shrewsbury Town","€3.78m",24,"2015-09-01"
"6","Charlton Athletic","€20.85m",22,"2015-09-01"
"7","Fleetwood Town","€3.03m",28,"2015-09-01"
"8","Milton Keynes Dons","€6.88m",25,"2015-09-01"
"9","Oxford United","€2.38m",26,"2015-09-01"
"10","Wigan Athletic","€10.35m",27,"2015-09-01"
"11","Swindon Town","€2.35m",24,"2015-09-01"
"12","Doncaster Rovers","€5.10m",24,"2015-09-01"
"13","Portsmouth FC","€4.40m",24,"2015-09-01"
"14","Burton Albion","€3.46m",29,"2015-09-01"
"15","Gillingham FC","€2.15m",26,"2015-09-01"
"16","Bristol Rovers","€1.25m",26,"2015-09-01"
"17","Plymouth Argyle","€2.35m",21,"2015-09-01"
"18","Northampton Town","€3.83m",25,"2015-09-01"
"19","Lincoln City","€750Th.",21,"2015-09-01"
"20","Peterborough United","€5.98m",28,"2015-09-01"
"21","Rochdale AFC","€3.53m",25,"2015-09-01"
"22","Crewe Alexandra","€2.85m",29,"2015-09-01"
"23","AFC Wimbledon","€2.30m",23,"2015-09-01"
"24","Accrington Stanley","€850Th.",26,"2015-09-01"
