"","Team","Value","Squad size","Date"
"1","Liverpool FC","€364.45m",32,"2016-06-15"
"2","Manchester City","€489.75m",24,"2016-06-15"
"3","Chelsea FC","€510.00m",31,"2016-06-15"
"4","Manchester United","€421.75m",33,"2016-06-15"
"5","Tottenham Hotspur","€354.85m",25,"2016-06-15"
"6","Arsenal FC","€447.75m",34,"2016-06-15"
"7","Everton FC","€242.75m",31,"2016-06-15"
"8","Leicester City","€145.60m",27,"2016-06-15"
"9","Wolverhampton Wanderers","€23.13m",30,"2016-06-15"
"10","Aston Villa","€112.75m",32,"2016-06-15"
"11","West Ham United","€171.25m",28,"2016-06-15"
"12","Newcastle United","€185.00m",34,"2016-06-15"
"13","Southampton FC","€217.00m",31,"2016-06-15"
"14","Brighton & Hove Albion","€35.85m",32,"2016-06-15"
"15","Fulham FC","€39.95m",30,"2016-06-15"
"16","Crystal Palace","€126.60m",31,"2016-06-15"
"17","Leeds United","€23.05m",23,"2016-06-15"
"18","Sheffield United","€8.20m",32,"2016-06-15"
"19","Burnley FC","€51.10m",29,"2016-06-15"
"20","West Bromwich Albion","€99.10m",24,"2016-06-15"
