"Team","Value","Squad size","Date"
"Salford City","£720Th.",14,"2015-08-01"
"Bolton Wanderers","£13.48m",26,"2015-08-01"
"Oldham Athletic","£4.10m",22,"2015-08-01"
"Barrow AFC","£1.10m",21,"2015-08-01"
"Morecambe FC","£1.46m",21,"2015-08-01"
"Mansfield Town","£2.52m",28,"2015-08-01"
"Tranmere Rovers","£923Th.",21,"2015-08-01"
"Grimsby Town","£1.37m",22,"2015-08-01"
"Leyton Orient","£3.42m",21,"2015-08-01"
"Colchester United","£2.86m",25,"2015-08-01"
"Scunthorpe United","£4.46m",26,"2015-08-01"
"Bradford City","£5.27m",20,"2015-08-01"
"Port Vale FC","£2.99m",25,"2015-08-01"
"Crawley Town","£2.81m",20,"2015-08-01"
"Exeter City","£3.47m",27,"2015-08-01"
"Newport County","£900Th.",19,"2015-08-01"
"Southend United","£2.43m",20,"2015-08-01"
"Cheltenham Town","£518Th.",24,"2015-08-01"
"Cambridge United","£2.36m",25,"2015-08-01"
"Carlisle United","£2.12m",24,"2015-08-01"
"Stevenage FC","£1.24m",21,"2015-08-01"
"Forest Green Rovers","£1.40m",24,"2015-08-01"
"Walsall FC","£3.17m",24,"2015-08-01"
"Harrogate Town","£2.77m",45,"2015-08-01"
