"Team","Value","Squad size","Date"
"Salford City","£1.87m",24,"2018-12-01"
"Bolton Wanderers","£18.81m",30,"2018-12-01"
"Oldham Athletic","£3.98m",27,"2018-12-01"
"Barrow AFC","£1.28m",28,"2018-12-01"
"Morecambe FC","£2.18m",28,"2018-12-01"
"Mansfield Town","£3.94m",25,"2018-12-01"
"Tranmere Rovers","£1.96m",28,"2018-12-01"
"Grimsby Town","£2.57m",25,"2018-12-01"
"Leyton Orient","£2.03m",25,"2018-12-01"
"Colchester United","£1.60m",23,"2018-12-01"
"Scunthorpe United","£8.60m",26,"2018-12-01"
"Bradford City","£5.72m",35,"2018-12-01"
"Port Vale FC","£1.82m",27,"2018-12-01"
"Crawley Town","£2.54m",23,"2018-12-01"
"Exeter City","£3.31m",30,"2018-12-01"
"Newport County","£1.69m",23,"2018-12-01"
"Southend United","£5.65m",28,"2018-12-01"
"Cheltenham Town","£2.36m",27,"2018-12-01"
"Cambridge United","£1.98m",28,"2018-12-01"
"Carlisle United","£2.34m",27,"2018-12-01"
"Stevenage FC","£1.58m",27,"2018-12-01"
"Forest Green Rovers","£2.68m",24,"2018-12-01"
"Walsall FC","£3.74m",28,"2018-12-01"
"Harrogate Town","£765Th.",22,"2018-12-01"
