"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",6,"2014-05-15"
"2","Southend United","€3.30m",26,"2014-05-15"
"3","Bolton Wanderers","€36.10m",24,"2014-05-15"
"4","Oldham Athletic","€4.95m",25,"2014-05-15"
"5","Tranmere Rovers","€2.83m",23,"2014-05-15"
"6","Morecambe FC","€2.18m",25,"2014-05-15"
"7","Grimsby Town","€775Th.",22,"2014-05-15"
"8","Colchester United","€3.65m",25,"2014-05-15"
"9","Leyton Orient","€6.43m",23,"2014-05-15"
"10","Mansfield Town","€1.53m",27,"2014-05-15"
"11","Bradford City","€6.63m",25,"2014-05-15"
"12","Scunthorpe United","€4.60m",28,"2014-05-15"
"13","Barrow AFC","€600Th.",20,"2014-05-15"
"14","Port Vale FC","€3.30m",23,"2014-05-15"
"15","Cheltenham Town","€1.58m",20,"2014-05-15"
"16","Exeter City","€2.98m",24,"2014-05-15"
"17","Carlisle United","€3.60m",26,"2014-05-15"
"18","Crawley Town","€3.73m",19,"2014-05-15"
"19","Newport County","€2.55m",28,"2014-05-15"
"20","Cambridge United","€950Th.",27,"2014-05-15"
"21","Walsall FC","€4.45m",27,"2014-05-15"
"22","Forest Green Rovers","€1.65m",25,"2014-05-15"
"23","Stevenage FC","€3.38m",28,"2014-05-15"
"24","Harrogate Town","€2.23m",34,"2014-05-15"
