"Team","Value","Squad size","Date"
"Liverpool FC","£376.97m",33,"2016-07-15"
"Manchester City","£487.35m",26,"2016-07-15"
"Chelsea FC","£486.50m",40,"2016-07-15"
"Manchester United","£422.78m",34,"2016-07-15"
"Tottenham Hotspur","£345.47m",28,"2016-07-15"
"Arsenal FC","£444.60m",32,"2016-07-15"
"Everton FC","£218.03m",28,"2016-07-15"
"Leicester City","£164.70m",28,"2016-07-15"
"Wolverhampton Wanderers","£18.27m",25,"2016-07-15"
"Aston Villa","£101.66m",30,"2016-07-15"
"West Ham United","£161.12m",28,"2016-07-15"
"Newcastle United","£163.35m",35,"2016-07-15"
"Brighton & Hove Albion","£33.75m",26,"2016-07-15"
"Southampton FC","£154.80m",25,"2016-07-15"
"Fulham FC","£34.70m",26,"2016-07-15"
"Crystal Palace","£126.54m",28,"2016-07-15"
"Leeds United","£17.01m",20,"2016-07-15"
"Sheffield United","£6.80m",24,"2016-07-15"
"Burnley FC","£42.93m",25,"2016-07-15"
"West Bromwich Albion","£83.34m",22,"2016-07-15"
