"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-05-15"
"Southend United","£2.88m",26,"2011-05-15"
"Bolton Wanderers","£84.47m",26,"2011-05-15"
"Oldham Athletic","£4.25m",29,"2011-05-15"
"Tranmere Rovers","£2.93m",26,"2011-05-15"
"Morecambe FC","£4.03m",26,"2011-05-15"
"Grimsby Town","-",NA,"2011-05-15"
"Colchester United","£6.35m",28,"2011-05-15"
"Leyton Orient","£5.51m",24,"2011-05-15"
"Mansfield Town","£1.37m",30,"2011-05-15"
"Bradford City","£2.99m",28,"2011-05-15"
"Scunthorpe United","£9.18m",30,"2011-05-15"
"Barrow AFC","£1.04m",27,"2011-05-15"
"Port Vale FC","£2.50m",24,"2011-05-15"
"Cheltenham Town","£1.82m",22,"2011-05-15"
"Exeter City","£4.48m",33,"2011-05-15"
"Carlisle United","£4.30m",24,"2011-05-15"
"Crawley Town","£1.85m",25,"2011-05-15"
"Newport County","£1.28m",20,"2011-05-15"
"Cambridge United","£923Th.",26,"2011-05-15"
"Walsall FC","£4.30m",26,"2011-05-15"
"Forest Green Rovers","£1.46m",35,"2011-05-15"
"Stevenage FC","£2.57m",24,"2011-05-15"
"Harrogate Town","£338Th.",17,"2011-05-15"
