"","Team","Value","Squad size","Date"
"1","Hull City","€70.30m",30,"2017-10-01"
"2","Ipswich Town","€21.10m",28,"2017-10-01"
"3","Blackpool FC","€3.70m",26,"2017-10-01"
"4","Sunderland AFC","€62.75m",27,"2017-10-01"
"5","Shrewsbury Town","€2.13m",21,"2017-10-01"
"6","Charlton Athletic","€8.50m",23,"2017-10-01"
"7","Fleetwood Town","€4.88m",27,"2017-10-01"
"8","Milton Keynes Dons","€9.48m",29,"2017-10-01"
"9","Oxford United","€7.38m",29,"2017-10-01"
"10","Wigan Athletic","€12.68m",28,"2017-10-01"
"11","Swindon Town","€3.13m",26,"2017-10-01"
"12","Doncaster Rovers","€2.95m",25,"2017-10-01"
"13","Portsmouth FC","€5.15m",27,"2017-10-01"
"14","Burton Albion","€12.05m",25,"2017-10-01"
"15","Gillingham FC","€3.55m",28,"2017-10-01"
"16","Bristol Rovers","€2.80m",24,"2017-10-01"
"17","Plymouth Argyle","€5.28m",25,"2017-10-01"
"18","Northampton Town","€7.15m",26,"2017-10-01"
"19","Lincoln City","€1.78m",21,"2017-10-01"
"20","Peterborough United","€4.58m",27,"2017-10-01"
"21","Rochdale AFC","€4.10m",27,"2017-10-01"
"22","Crewe Alexandra","€2.33m",25,"2017-10-01"
"23","AFC Wimbledon","€4.33m",28,"2017-10-01"
"24","Accrington Stanley","€2.03m",24,"2017-10-01"
