"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2018-02-15"
"Bolton Wanderers","£17.64m",27,"2018-02-15"
"Oldham Athletic","£6.82m",29,"2018-02-15"
"Barrow AFC","£1.01m",19,"2018-02-15"
"Morecambe FC","£2.41m",27,"2018-02-15"
"Mansfield Town","£3.92m",29,"2018-02-15"
"Tranmere Rovers","£1.67m",29,"2018-02-15"
"Grimsby Town","£3.17m",31,"2018-02-15"
"Leyton Orient","£2.45m",32,"2018-02-15"
"Colchester United","£3.15m",23,"2018-02-15"
"Scunthorpe United","£6.08m",28,"2018-02-15"
"Bradford City","£4.97m",33,"2018-02-15"
"Port Vale FC","£2.09m",33,"2018-02-15"
"Crawley Town","£2.68m",24,"2018-02-15"
"Exeter City","£3.83m",33,"2018-02-15"
"Newport County","£1.98m",25,"2018-02-15"
"Southend United","£4.86m",27,"2018-02-15"
"Cheltenham Town","£2.48m",28,"2018-02-15"
"Cambridge United","£2.34m",25,"2018-02-15"
"Carlisle United","£2.63m",28,"2018-02-15"
"Stevenage FC","£2.03m",31,"2018-02-15"
"Forest Green Rovers","£2.41m",32,"2018-02-15"
"Walsall FC","£4.03m",24,"2018-02-15"
"Harrogate Town","£833Th.",25,"2018-02-15"
