"Team","Value","Squad size","Date"
"Salford City","£2.18m",28,"2019-06-01"
"Bolton Wanderers","£14.31m",25,"2019-06-01"
"Oldham Athletic","£3.67m",22,"2019-06-01"
"Barrow AFC","£1.42m",29,"2019-06-01"
"Morecambe FC","£2.09m",25,"2019-06-01"
"Mansfield Town","£3.26m",23,"2019-06-01"
"Tranmere Rovers","£1.89m",23,"2019-06-01"
"Grimsby Town","£2.34m",22,"2019-06-01"
"Leyton Orient","£2.16m",25,"2019-06-01"
"Colchester United","£2.21m",29,"2019-06-01"
"Scunthorpe United","£6.21m",27,"2019-06-01"
"Bradford City","£5.09m",30,"2019-06-01"
"Port Vale FC","£1.71m",26,"2019-06-01"
"Crawley Town","£1.94m",22,"2019-06-01"
"Exeter City","£3.35m",29,"2019-06-01"
"Newport County","£1.80m",20,"2019-06-01"
"Southend United","£4.97m",29,"2019-06-01"
"Cheltenham Town","£2.32m",23,"2019-06-01"
"Cambridge United","£1.60m",27,"2019-06-01"
"Carlisle United","£2.52m",20,"2019-06-01"
"Stevenage FC","£1.67m",26,"2019-06-01"
"Forest Green Rovers","£3.47m",26,"2019-06-01"
"Walsall FC","£1.98m",28,"2019-06-01"
"Harrogate Town","£765Th.",22,"2019-06-01"
