"Team","Value","Squad size","Date"
"Liverpool FC","£217.35m",23,"2013-02-15"
"Manchester City","£389.93m",24,"2013-02-15"
"Chelsea FC","£348.08m",24,"2013-02-15"
"Manchester United","£379.13m",26,"2013-02-15"
"Tottenham Hotspur","£242.55m",24,"2013-02-15"
"Arsenal FC","£253.35m",24,"2013-02-15"
"Everton FC","£123.98m",23,"2013-02-15"
"Leicester City","£24.84m",26,"2013-02-15"
"Wolverhampton Wanderers","£58.32m",29,"2013-02-15"
"Aston Villa","£97.20m",28,"2013-02-15"
"West Ham United","£84.60m",25,"2013-02-15"
"Newcastle United","£161.10m",31,"2013-02-15"
"Brighton & Hove Albion","£23.78m",32,"2013-02-15"
"Southampton FC","£69.30m",23,"2013-02-15"
"Crystal Palace","£19.31m",30,"2013-02-15"
"Fulham FC","£74.30m",28,"2013-02-15"
"Leeds United","£19.04m",24,"2013-02-15"
"Sheffield United","£8.80m",29,"2013-02-15"
"Burnley FC","£18.20m",27,"2013-02-15"
"West Bromwich Albion","£78.53m",24,"2013-02-15"
