"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2018-01-01"
"Bolton Wanderers","£14.63m",26,"2018-01-01"
"Oldham Athletic","£6.84m",30,"2018-01-01"
"Barrow AFC","£990Th.",21,"2018-01-01"
"Morecambe FC","£2.25m",28,"2018-01-01"
"Mansfield Town","£3.69m",25,"2018-01-01"
"Tranmere Rovers","£1.67m",29,"2018-01-01"
"Grimsby Town","£2.63m",29,"2018-01-01"
"Leyton Orient","£2.18m",29,"2018-01-01"
"Colchester United","£3.22m",27,"2018-01-01"
"Scunthorpe United","£5.96m",27,"2018-01-01"
"Bradford City","£4.46m",33,"2018-01-01"
"Port Vale FC","£2.88m",34,"2018-01-01"
"Crawley Town","£2.59m",25,"2018-01-01"
"Exeter City","£4.16m",33,"2018-01-01"
"Newport County","£2.12m",24,"2018-01-01"
"Southend United","£5.54m",27,"2018-01-01"
"Cheltenham Town","£2.66m",28,"2018-01-01"
"Cambridge United","£2.09m",23,"2018-01-01"
"Carlisle United","£2.43m",27,"2018-01-01"
"Stevenage FC","£1.94m",28,"2018-01-01"
"Forest Green Rovers","£1.62m",28,"2018-01-01"
"Walsall FC","£2.77m",27,"2018-01-01"
"Harrogate Town","£765Th.",24,"2018-01-01"
