"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-06-15"
"2","Southend United","€4.65m",33,"2012-06-15"
"3","Bolton Wanderers","€78.50m",27,"2012-06-15"
"4","Oldham Athletic","€4.10m",31,"2012-06-15"
"5","Tranmere Rovers","€2.95m",24,"2012-06-15"
"6","Morecambe FC","€2.90m",25,"2012-06-15"
"7","Grimsby Town","€1.55m",25,"2012-06-15"
"8","Colchester United","€6.43m",26,"2012-06-15"
"9","Leyton Orient","€7.08m",26,"2012-06-15"
"10","Mansfield Town","€2.05m",23,"2012-06-15"
"11","Bradford City","€5.70m",27,"2012-06-15"
"12","Scunthorpe United","€4.90m",25,"2012-06-15"
"13","Barrow AFC","€675Th.",21,"2012-06-15"
"14","Port Vale FC","€2.65m",24,"2012-06-15"
"15","Cheltenham Town","€2.63m",20,"2012-06-15"
"16","Exeter City","€6.00m",31,"2012-06-15"
"17","Carlisle United","€6.20m",24,"2012-06-15"
"18","Crawley Town","€3.20m",25,"2012-06-15"
"19","Newport County","€500Th.",25,"2012-06-15"
"20","Cambridge United","€375Th.",25,"2012-06-15"
"21","Walsall FC","€4.65m",23,"2012-06-15"
"22","Forest Green Rovers","€1.73m",27,"2012-06-15"
"23","Stevenage FC","€4.45m",24,"2012-06-15"
"24","Harrogate Town","€425Th.",22,"2012-06-15"
