"Team","Value","Squad size","Date"
"Liverpool FC","£211.50m",24,"2012-03-01"
"Manchester City","£420.30m",24,"2012-03-01"
"Chelsea FC","£342.90m",25,"2012-03-01"
"Manchester United","£373.50m",27,"2012-03-01"
"Tottenham Hotspur","£242.55m",27,"2012-03-01"
"Arsenal FC","£269.33m",27,"2012-03-01"
"Everton FC","£132.30m",24,"2012-03-01"
"Leicester City","£32.72m",32,"2012-03-01"
"Wolverhampton Wanderers","£73.13m",24,"2012-03-01"
"Aston Villa","£116.33m",25,"2012-03-01"
"West Ham United","£56.21m",29,"2012-03-01"
"Newcastle United","£121.05m",27,"2012-03-01"
"Southampton FC","£25.00m",29,"2012-03-01"
"Brighton & Hove Albion","£15.37m",31,"2012-03-01"
"Fulham FC","£89.10m",28,"2012-03-01"
"Crystal Palace","£19.85m",33,"2012-03-01"
"Leeds United","£17.19m",26,"2012-03-01"
"Sheffield United","£15.71m",28,"2012-03-01"
"Burnley FC","£20.32m",24,"2012-03-01"
"West Bromwich Albion","£65.03m",24,"2012-03-01"
