"","Team","Value","Squad size","Date"
"1","Liverpool FC","€244.00m",24,"2012-02-01"
"2","Manchester City","€426.50m",24,"2012-02-01"
"3","Chelsea FC","€414.00m",25,"2012-02-01"
"4","Manchester United","€396.00m",27,"2012-02-01"
"5","Tottenham Hotspur","€268.55m",26,"2012-02-01"
"6","Arsenal FC","€290.55m",29,"2012-02-01"
"7","Everton FC","€142.50m",24,"2012-02-01"
"8","Leicester City","€39.73m",35,"2012-02-01"
"9","Wolverhampton Wanderers","€79.25m",27,"2012-02-01"
"10","Aston Villa","€130.10m",25,"2012-02-01"
"11","West Ham United","€75.45m",31,"2012-02-01"
"12","Newcastle United","€117.00m",28,"2012-02-01"
"13","Southampton FC","€25.08m",31,"2012-02-01"
"14","Brighton & Hove Albion","€10.53m",28,"2012-02-01"
"15","Fulham FC","€106.83m",29,"2012-02-01"
"16","Crystal Palace","€22.98m",33,"2012-02-01"
"17","Leeds United","€22.15m",26,"2012-02-01"
"18","Sheffield United","€16.50m",26,"2012-02-01"
"19","Burnley FC","€24.28m",25,"2012-02-01"
"20","West Bromwich Albion","€80.55m",25,"2012-02-01"
