"Team","Value","Squad size","Date"
"Hull City","£27.81m",27,"2011-08-01"
"Ipswich Town","£21.56m",27,"2011-08-01"
"Blackpool FC","£26.26m",31,"2011-08-01"
"Sunderland AFC","£109.80m",30,"2011-08-01"
"Charlton Athletic","£8.93m",30,"2011-08-01"
"Shrewsbury Town","£3.24m",20,"2011-08-01"
"Fleetwood Town","£608Th.",26,"2011-08-01"
"Milton Keynes Dons","£4.95m",20,"2011-08-01"
"Oxford United","£4.30m",26,"2011-08-01"
"Wigan Athletic","£52.92m",22,"2011-08-01"
"Swindon Town","£3.65m",28,"2011-08-01"
"Doncaster Rovers","£10.24m",24,"2011-08-01"
"Portsmouth FC","£20.75m",17,"2011-08-01"
"Burton Albion","£2.99m",24,"2011-08-01"
"Gillingham FC","£3.02m",26,"2011-08-01"
"Bristol Rovers","£4.28m",28,"2011-08-01"
"Northampton Town","£3.13m",24,"2011-08-01"
"Plymouth Argyle","£2.59m",18,"2011-08-01"
"Lincoln City","-",NA,"2011-08-01"
"Peterborough United","£5.74m",26,"2011-08-01"
"Rochdale AFC","£3.08m",21,"2011-08-01"
"Crewe Alexandra","£878Th.",23,"2011-08-01"
"AFC Wimbledon","£338Th.",22,"2011-08-01"
"Accrington Stanley","£1.33m",18,"2011-08-01"
