"Team","Value","Squad size","Date"
"Hull City","£65.14m",25,"2015-09-01"
"Ipswich Town","£18.50m",27,"2015-09-01"
"Blackpool FC","£2.63m",22,"2015-09-01"
"Sunderland AFC","£100.58m",28,"2015-09-01"
"Charlton Athletic","£18.77m",22,"2015-09-01"
"Shrewsbury Town","£3.40m",24,"2015-09-01"
"Fleetwood Town","£2.72m",28,"2015-09-01"
"Milton Keynes Dons","£6.19m",25,"2015-09-01"
"Oxford United","£2.14m",26,"2015-09-01"
"Wigan Athletic","£9.32m",27,"2015-09-01"
"Swindon Town","£2.12m",24,"2015-09-01"
"Doncaster Rovers","£4.59m",24,"2015-09-01"
"Portsmouth FC","£3.96m",24,"2015-09-01"
"Burton Albion","£3.11m",29,"2015-09-01"
"Gillingham FC","£1.94m",26,"2015-09-01"
"Bristol Rovers","£1.13m",26,"2015-09-01"
"Northampton Town","£3.44m",25,"2015-09-01"
"Plymouth Argyle","£2.12m",21,"2015-09-01"
"Lincoln City","£675Th.",21,"2015-09-01"
"Peterborough United","£5.38m",28,"2015-09-01"
"Rochdale AFC","£3.17m",25,"2015-09-01"
"Crewe Alexandra","£2.57m",29,"2015-09-01"
"AFC Wimbledon","£2.07m",23,"2015-09-01"
"Accrington Stanley","£765Th.",26,"2015-09-01"
