"","Team","Value","Squad size","Date"
"1","Salford City","€700Th.",20,"2016-11-01"
"2","Southend United","€4.80m",24,"2016-11-01"
"3","Bolton Wanderers","€15.68m",24,"2016-11-01"
"4","Oldham Athletic","€4.48m",25,"2016-11-01"
"5","Tranmere Rovers","€1.15m",22,"2016-11-01"
"6","Morecambe FC","€2.38m",22,"2016-11-01"
"7","Grimsby Town","€2.78m",28,"2016-11-01"
"8","Colchester United","€3.23m",28,"2016-11-01"
"9","Leyton Orient","€5.95m",28,"2016-11-01"
"10","Mansfield Town","€2.98m",24,"2016-11-01"
"11","Bradford City","€6.18m",24,"2016-11-01"
"12","Scunthorpe United","€5.23m",25,"2016-11-01"
"13","Barrow AFC","€750Th.",23,"2016-11-01"
"14","Port Vale FC","€5.43m",31,"2016-11-01"
"15","Cheltenham Town","€1.50m",24,"2016-11-01"
"16","Exeter City","€4.13m",31,"2016-11-01"
"17","Carlisle United","€2.95m",23,"2016-11-01"
"18","Crawley Town","€2.98m",24,"2016-11-01"
"19","Newport County","€2.08m",25,"2016-11-01"
"20","Cambridge United","€3.05m",26,"2016-11-01"
"21","Walsall FC","€3.63m",26,"2016-11-01"
"22","Forest Green Rovers","€2.25m",26,"2016-11-01"
"23","Stevenage FC","€2.60m",27,"2016-11-01"
"24","Harrogate Town","€3.45m",51,"2016-11-01"
