"Team","Value","Squad size","Date"
"Ipswich Town","£12.38m",22,"2012-07-01"
"Hull City","£15.21m",24,"2012-07-01"
"Sunderland AFC","£89.10m",26,"2012-07-01"
"Blackpool FC","£16.67m",30,"2012-07-01"
"Charlton Athletic","£7.90m",25,"2012-07-01"
"Milton Keynes Dons","£4.32m",19,"2012-07-01"
"Portsmouth FC","£11.52m",21,"2012-07-01"
"Fleetwood Town","£743Th.",31,"2012-07-01"
"Shrewsbury Town","£3.15m",19,"2012-07-01"
"Swindon Town","£4.48m",29,"2012-07-01"
"Oxford United","£4.05m",24,"2012-07-01"
"Wigan Athletic","£65.48m",26,"2012-07-01"
"Lincoln City","£1.87m",33,"2012-07-01"
"Doncaster Rovers","£9.83m",29,"2012-07-01"
"Gillingham FC","£3.24m",28,"2012-07-01"
"Bristol Rovers","£4.23m",25,"2012-07-01"
"Plymouth Argyle","£4.25m",27,"2012-07-01"
"Burton Albion","£2.43m",23,"2012-07-01"
"Crewe Alexandra","£1.08m",27,"2012-07-01"
"Northampton Town","£3.71m",24,"2012-07-01"
"Peterborough United","£7.67m",20,"2012-07-01"
"Rochdale AFC","£3.13m",22,"2012-07-01"
"AFC Wimbledon","£743Th.",24,"2012-07-01"
"Accrington Stanley","£1.28m",17,"2012-07-01"
