"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-03-01"
"2","Southend United","€4.48m",29,"2012-03-01"
"3","Bolton Wanderers","€81.00m",28,"2012-03-01"
"4","Oldham Athletic","€4.50m",27,"2012-03-01"
"5","Tranmere Rovers","€3.45m",25,"2012-03-01"
"6","Morecambe FC","€3.28m",29,"2012-03-01"
"7","Grimsby Town","€1.48m",24,"2012-03-01"
"8","Colchester United","€8.23m",25,"2012-03-01"
"9","Leyton Orient","€6.53m",24,"2012-03-01"
"10","Mansfield Town","€2.08m",25,"2012-03-01"
"11","Bradford City","€6.00m",33,"2012-03-01"
"12","Scunthorpe United","€5.95m",26,"2012-03-01"
"13","Barrow AFC","€750Th.",23,"2012-03-01"
"14","Port Vale FC","€2.65m",26,"2012-03-01"
"15","Cheltenham Town","€2.95m",23,"2012-03-01"
"16","Exeter City","€3.83m",27,"2012-03-01"
"17","Carlisle United","€6.58m",24,"2012-03-01"
"18","Crawley Town","€3.70m",24,"2012-03-01"
"19","Newport County","€525Th.",27,"2012-03-01"
"20","Cambridge United","€350Th.",23,"2012-03-01"
"21","Walsall FC","€4.90m",23,"2012-03-01"
"22","Forest Green Rovers","€2.23m",27,"2012-03-01"
"23","Stevenage FC","€2.70m",22,"2012-03-01"
"24","Harrogate Town","€825Th.",23,"2012-03-01"
